timestamp, index, utilization.gpu [%], utilization.memory [%], memory.used [MiB], memory.free [MiB], power.draw [W], clocks.current.sm [MHz], clocks.current.memory [MHz], temperature.gpu
2026/07/31 14:03:22.269, 0, 22 %, 12 %, 7748 MiB, 209 MiB, [N/A], 210 MHz, 5000 MHz, 52
2026/07/31 14:03:23.274, 0, 24 %, 12 %, 7748 MiB, 209 MiB, [N/A], 210 MHz, 5000 MHz, 52
2026/07/31 14:03:24.277, 0, 24 %, 12 %, 7748 MiB, 209 MiB, [N/A], 210 MHz, 5000 MHz, 52
2026/07/31 14:03:25.280, 0, 23 %, 12 %, 7748 MiB, 209 MiB, [N/A], 210 MHz, 5000 MHz, 51
2026/07/31 14:03:26.305, 0, 24 %, 12 %, 7747 MiB, 210 MiB, [N/A], 210 MHz, 5000 MHz, 51
2026/07/31 14:03:27.332, 0, 15 %, 11 %, 7747 MiB, 210 MiB, [N/A], 210 MHz, 5000 MHz, 51
2026/07/31 14:03:28.362, 0, 15 %, 11 %, 7747 MiB, 210 MiB, [N/A], 210 MHz, 5000 MHz, 51
2026/07/31 14:03:29.389, 0, 16 %, 11 %, 7755 MiB, 202 MiB, [N/A], 210 MHz, 5000 MHz, 51
2026/07/31 14:03:30.415, 0, 15 %, 11 %, 7755 MiB, 202 MiB, [N/A], 210 MHz, 5000 MHz, 51
2026/07/31 14:03:31.442, 0, 15 %, 10 %, 7755 MiB, 202 MiB, [N/A], 210 MHz, 5000 MHz, 51
2026/07/31 14:03:32.471, 0, 23 %, 12 %, 7755 MiB, 202 MiB, [N/A], 210 MHz, 5000 MHz, 51
2026/07/31 14:03:33.498, 0, 23 %, 12 %, 7755 MiB, 202 MiB, [N/A], 210 MHz, 5000 MHz, 51
2026/07/31 14:03:34.547, 0, 23 %, 12 %, 7755 MiB, 202 MiB, [N/A], 210 MHz, 5000 MHz, 51
2026/07/31 14:03:35.651, 0, 24 %, 12 %, 7755 MiB, 202 MiB, [N/A], 210 MHz, 5000 MHz, 51
2026/07/31 14:03:36.759, 0, 23 %, 12 %, 7755 MiB, 202 MiB, [N/A], 210 MHz, 5000 MHz, 51
2026/07/31 14:03:37.863, 0, 16 %, 11 %, 7755 MiB, 202 MiB, [N/A], 210 MHz, 5000 MHz, 50
2026/07/31 14:03:38.967, 0, 15 %, 11 %, 7755 MiB, 202 MiB, [N/A], 210 MHz, 5000 MHz, 50
2026/07/31 14:03:40.071, 0, 14 %, 10 %, 7755 MiB, 202 MiB, [N/A], 210 MHz, 5000 MHz, 50
2026/07/31 14:03:41.177, 0, 99 %, 96 %, 7755 MiB, 202 MiB, [N/A], 2790 MHz, 8250 MHz, 58
2026/07/31 14:03:42.281, 0, 99 %, 55 %, 7755 MiB, 202 MiB, [N/A], 2775 MHz, 8250 MHz, 63
2026/07/31 14:03:43.384, 0, 99 %, 96 %, 7755 MiB, 202 MiB, [N/A], 2775 MHz, 8250 MHz, 59
2026/07/31 14:03:44.489, 0, 99 %, 96 %, 7755 MiB, 202 MiB, [N/A], 2775 MHz, 8250 MHz, 59
2026/07/31 14:03:45.494, 0, 99 %, 95 %, 7755 MiB, 202 MiB, [N/A], 2775 MHz, 8250 MHz, 60
2026/07/31 14:03:46.510, 0, 99 %, 65 %, 7748 MiB, 209 MiB, [N/A], 2775 MHz, 8250 MHz, 59
2026/07/31 14:03:47.532, 0, 99 %, 96 %, 7747 MiB, 210 MiB, [N/A], 2775 MHz, 8250 MHz, 60
2026/07/31 14:03:48.536, 0, 99 %, 96 %, 7747 MiB, 210 MiB, [N/A], 2775 MHz, 8250 MHz, 60
2026/07/31 14:03:49.539, 0, 99 %, 96 %, 7747 MiB, 210 MiB, [N/A], 2775 MHz, 8250 MHz, 61
2026/07/31 14:03:50.542, 0, 99 %, 59 %, 7747 MiB, 210 MiB, [N/A], 2775 MHz, 8250 MHz, 60
2026/07/31 14:03:51.546, 0, 99 %, 94 %, 7773 MiB, 184 MiB, [N/A], 2775 MHz, 8250 MHz, 60
2026/07/31 14:03:52.549, 0, 99 %, 91 %, 7707 MiB, 250 MiB, [N/A], 2775 MHz, 8250 MHz, 60
2026/07/31 14:03:53.555, 0, 99 %, 85 %, 7703 MiB, 254 MiB, [N/A], 2775 MHz, 8250 MHz, 64
2026/07/31 14:03:54.562, 0, 99 %, 90 %, 7704 MiB, 253 MiB, [N/A], 2775 MHz, 8250 MHz, 60
2026/07/31 14:03:55.571, 0, 99 %, 92 %, 7672 MiB, 285 MiB, [N/A], 2775 MHz, 8250 MHz, 61
2026/07/31 14:03:56.585, 0, 99 %, 95 %, 7664 MiB, 293 MiB, [N/A], 2775 MHz, 8250 MHz, 65
2026/07/31 14:03:57.598, 0, 99 %, 84 %, 7664 MiB, 293 MiB, [N/A], 2670 MHz, 8250 MHz, 61
2026/07/31 14:03:58.635, 0, 99 %, 96 %, 7664 MiB, 293 MiB, [N/A], 2775 MHz, 8250 MHz, 61
2026/07/31 14:03:59.648, 0, 99 %, 96 %, 7663 MiB, 294 MiB, [N/A], 2775 MHz, 8250 MHz, 61
2026/07/31 14:04:00.663, 0, 99 %, 82 %, 7634 MiB, 323 MiB, [N/A], 2775 MHz, 8250 MHz, 61
2026/07/31 14:04:01.679, 0, 99 %, 96 %, 7634 MiB, 323 MiB, [N/A], 2715 MHz, 8250 MHz, 61
2026/07/31 14:04:02.694, 0, 99 %, 96 %, 7634 MiB, 323 MiB, [N/A], 2775 MHz, 8250 MHz, 61
2026/07/31 14:04:03.711, 0, 99 %, 95 %, 7635 MiB, 322 MiB, [N/A], 2775 MHz, 8250 MHz, 62
2026/07/31 14:04:04.729, 0, 3 %, 7 %, 7635 MiB, 322 MiB, [N/A], 2790 MHz, 8250 MHz, 61
