timestamp, index, utilization.gpu [%], utilization.memory [%], memory.used [MiB], memory.free [MiB], power.draw [W], clocks.current.sm [MHz], clocks.current.memory [MHz], temperature.gpu
2026/07/31 14:02:29.569, 0, 16 %, 11 %, 7747 MiB, 210 MiB, [N/A], 210 MHz, 5000 MHz, 52
2026/07/31 14:02:30.575, 0, 24 %, 12 %, 7748 MiB, 209 MiB, [N/A], 210 MHz, 5000 MHz, 52
2026/07/31 14:02:31.579, 0, 23 %, 12 %, 7747 MiB, 210 MiB, [N/A], 210 MHz, 5000 MHz, 52
2026/07/31 14:02:32.584, 0, 23 %, 12 %, 7747 MiB, 210 MiB, [N/A], 210 MHz, 5000 MHz, 52
2026/07/31 14:02:33.588, 0, 24 %, 12 %, 7747 MiB, 210 MiB, [N/A], 210 MHz, 5000 MHz, 52
2026/07/31 14:02:34.591, 0, 24 %, 12 %, 7747 MiB, 210 MiB, [N/A], 210 MHz, 5000 MHz, 52
2026/07/31 14:02:35.594, 0, 15 %, 11 %, 7747 MiB, 210 MiB, [N/A], 210 MHz, 5000 MHz, 52
2026/07/31 14:02:36.597, 0, 16 %, 11 %, 7747 MiB, 210 MiB, [N/A], 210 MHz, 5000 MHz, 52
2026/07/31 14:02:37.648, 0, 15 %, 11 %, 7747 MiB, 210 MiB, [N/A], 210 MHz, 5000 MHz, 51
2026/07/31 14:02:38.750, 0, 15 %, 11 %, 7747 MiB, 210 MiB, [N/A], 210 MHz, 5000 MHz, 51
2026/07/31 14:02:39.853, 0, 16 %, 11 %, 7747 MiB, 210 MiB, [N/A], 210 MHz, 5000 MHz, 51
2026/07/31 14:02:40.957, 0, 23 %, 12 %, 7748 MiB, 209 MiB, [N/A], 210 MHz, 5000 MHz, 51
2026/07/31 14:02:42.062, 0, 24 %, 12 %, 7748 MiB, 209 MiB, [N/A], 210 MHz, 5000 MHz, 51
2026/07/31 14:02:43.166, 0, 23 %, 11 %, 7748 MiB, 209 MiB, [N/A], 210 MHz, 5000 MHz, 51
2026/07/31 14:02:44.268, 0, 24 %, 12 %, 7747 MiB, 210 MiB, [N/A], 210 MHz, 5000 MHz, 51
2026/07/31 14:02:46.606, 0, 24 %, 12 %, 7747 MiB, 210 MiB, [N/A], 210 MHz, 5000 MHz, 51
2026/07/31 14:02:47.714, 0, 16 %, 11 %, 7747 MiB, 210 MiB, [N/A], 210 MHz, 5000 MHz, 51
2026/07/31 14:02:48.838, 0, 100 %, 21 %, 7747 MiB, 210 MiB, [N/A], 2460 MHz, 8250 MHz, 51
2026/07/31 14:02:49.969, 0, 99 %, 96 %, 7747 MiB, 210 MiB, [N/A], 2790 MHz, 8250 MHz, 58
2026/07/31 14:02:51.095, 0, 99 %, 96 %, 7747 MiB, 210 MiB, [N/A], 2775 MHz, 8250 MHz, 60
2026/07/31 14:02:52.217, 0, 99 %, 75 %, 7747 MiB, 210 MiB, [N/A], 2775 MHz, 8250 MHz, 59
2026/07/31 14:02:53.337, 0, 99 %, 95 %, 7748 MiB, 209 MiB, [N/A], 2775 MHz, 8250 MHz, 60
2026/07/31 14:02:54.435, 0, 99 %, 95 %, 7747 MiB, 210 MiB, [N/A], 2775 MHz, 8250 MHz, 60
2026/07/31 14:02:55.471, 0, 99 %, 95 %, 7747 MiB, 210 MiB, [N/A], 2775 MHz, 8250 MHz, 62
2026/07/31 14:02:56.508, 0, 99 %, 49 %, 7747 MiB, 210 MiB, [N/A], 2775 MHz, 8250 MHz, 60
2026/07/31 14:02:57.574, 0, 99 %, 95 %, 7747 MiB, 210 MiB, [N/A], 2775 MHz, 8250 MHz, 60
2026/07/31 14:02:58.609, 0, 99 %, 96 %, 7747 MiB, 210 MiB, [N/A], 2775 MHz, 8250 MHz, 60
2026/07/31 14:02:59.642, 0, 99 %, 96 %, 7747 MiB, 210 MiB, [N/A], 2775 MHz, 8250 MHz, 65
2026/07/31 14:03:00.674, 0, 99 %, 71 %, 7747 MiB, 210 MiB, [N/A], 2670 MHz, 8250 MHz, 61
2026/07/31 14:03:01.747, 0, 99 %, 96 %, 7747 MiB, 210 MiB, [N/A], 2775 MHz, 8250 MHz, 61
2026/07/31 14:03:02.752, 0, 99 %, 96 %, 7747 MiB, 210 MiB, [N/A], 2775 MHz, 8250 MHz, 61
2026/07/31 14:03:03.755, 0, 99 %, 95 %, 7748 MiB, 209 MiB, [N/A], 2775 MHz, 8250 MHz, 61
2026/07/31 14:03:04.760, 0, 99 %, 52 %, 7748 MiB, 209 MiB, [N/A], 2775 MHz, 8250 MHz, 66
2026/07/31 14:03:05.762, 0, 99 %, 96 %, 7747 MiB, 210 MiB, [N/A], 2715 MHz, 8250 MHz, 61
2026/07/31 14:03:06.767, 0, 99 %, 95 %, 7747 MiB, 210 MiB, [N/A], 2775 MHz, 8250 MHz, 61
2026/07/31 14:03:07.770, 0, 99 %, 96 %, 7747 MiB, 210 MiB, [N/A], 2775 MHz, 8250 MHz, 61
2026/07/31 14:03:08.775, 0, 99 %, 96 %, 7747 MiB, 210 MiB, [N/A], 2775 MHz, 8250 MHz, 65
2026/07/31 14:03:09.777, 0, 99 %, 58 %, 7765 MiB, 192 MiB, [N/A], 2775 MHz, 8250 MHz, 65
2026/07/31 14:03:10.784, 0, 99 %, 96 %, 7765 MiB, 192 MiB, [N/A], 2775 MHz, 8250 MHz, 61
2026/07/31 14:03:11.787, 0, 99 %, 96 %, 7760 MiB, 197 MiB, [N/A], 2775 MHz, 8250 MHz, 61
