timestamp, index, utilization.gpu [%], utilization.memory [%], memory.used [MiB], memory.free [MiB], power.draw [W], clocks.current.sm [MHz], clocks.current.memory [MHz], temperature.gpu
2026/07/31 13:39:46.868, 0, 98 %, 94 %, 7555 MiB, 402 MiB, [N/A], 2775 MHz, 8250 MHz, 62
2026/07/31 13:39:47.888, 0, 98 %, 94 %, 7555 MiB, 402 MiB, [N/A], 2775 MHz, 8250 MHz, 62
2026/07/31 13:39:48.908, 0, 98 %, 95 %, 7555 MiB, 402 MiB, [N/A], 2775 MHz, 8250 MHz, 62
2026/07/31 13:39:49.930, 0, 99 %, 93 %, 7555 MiB, 402 MiB, [N/A], 2775 MHz, 8250 MHz, 62
2026/07/31 13:39:50.992, 0, 98 %, 94 %, 7555 MiB, 402 MiB, [N/A], 2775 MHz, 8250 MHz, 63
2026/07/31 13:39:52.016, 0, 99 %, 95 %, 7555 MiB, 402 MiB, [N/A], 2775 MHz, 8250 MHz, 62
2026/07/31 13:39:53.038, 0, 99 %, 96 %, 7555 MiB, 402 MiB, [N/A], 2775 MHz, 8250 MHz, 62
2026/07/31 13:39:54.061, 0, 98 %, 97 %, 7555 MiB, 402 MiB, [N/A], 2775 MHz, 8250 MHz, 62
2026/07/31 13:39:55.084, 0, 98 %, 96 %, 7555 MiB, 402 MiB, [N/A], 2775 MHz, 8250 MHz, 62
2026/07/31 13:39:56.107, 0, 98 %, 95 %, 7555 MiB, 402 MiB, [N/A], 2775 MHz, 8250 MHz, 62
2026/07/31 13:39:57.126, 0, 95 %, 87 %, 7555 MiB, 402 MiB, [N/A], 2775 MHz, 8250 MHz, 62
2026/07/31 13:39:58.178, 0, 95 %, 87 %, 7555 MiB, 402 MiB, [N/A], 2775 MHz, 8250 MHz, 62
2026/07/31 13:39:59.198, 0, 98 %, 94 %, 7555 MiB, 402 MiB, [N/A], 2775 MHz, 8250 MHz, 62
2026/07/31 13:40:00.217, 0, 98 %, 95 %, 7555 MiB, 402 MiB, [N/A], 2775 MHz, 8250 MHz, 62
2026/07/31 13:40:01.236, 0, 99 %, 94 %, 7555 MiB, 402 MiB, [N/A], 2775 MHz, 8250 MHz, 62
2026/07/31 13:40:02.255, 0, 99 %, 95 %, 7559 MiB, 398 MiB, [N/A], 2775 MHz, 8250 MHz, 62
2026/07/31 13:40:03.276, 0, 99 %, 96 %, 7559 MiB, 398 MiB, [N/A], 2775 MHz, 8250 MHz, 62
2026/07/31 13:40:03.835, 0, 98 %, 95 %, 7559 MiB, 398 MiB, [N/A], 2775 MHz, 8250 MHz, 62
2026/07/31 13:40:04.429, 0, 99 %, 95 %, 7559 MiB, 398 MiB, [N/A], 2775 MHz, 8250 MHz, 62
2026/07/31 13:40:05.448, 0, 95 %, 88 %, 7559 MiB, 398 MiB, [N/A], 2775 MHz, 8250 MHz, 63
2026/07/31 13:40:06.468, 0, 99 %, 92 %, 7559 MiB, 398 MiB, [N/A], 2775 MHz, 8250 MHz, 63
2026/07/31 13:40:07.489, 0, 98 %, 94 %, 7559 MiB, 398 MiB, [N/A], 2775 MHz, 8250 MHz, 63
2026/07/31 13:40:08.509, 0, 99 %, 95 %, 7559 MiB, 398 MiB, [N/A], 2775 MHz, 8250 MHz, 63
2026/07/31 13:40:09.528, 0, 98 %, 94 %, 7559 MiB, 398 MiB, [N/A], 2775 MHz, 8250 MHz, 63
2026/07/31 13:40:10.548, 0, 98 %, 93 %, 7559 MiB, 398 MiB, [N/A], 2775 MHz, 8250 MHz, 63
2026/07/31 13:40:11.568, 0, 99 %, 95 %, 7559 MiB, 398 MiB, [N/A], 2775 MHz, 8250 MHz, 63
2026/07/31 13:40:12.589, 0, 99 %, 96 %, 7559 MiB, 398 MiB, [N/A], 2775 MHz, 8250 MHz, 63
2026/07/31 13:40:13.612, 0, 95 %, 89 %, 7559 MiB, 398 MiB, [N/A], 2775 MHz, 8250 MHz, 63
2026/07/31 13:40:14.636, 0, 95 %, 88 %, 7559 MiB, 398 MiB, [N/A], 2775 MHz, 8250 MHz, 63
2026/07/31 13:40:15.659, 0, 98 %, 96 %, 7559 MiB, 398 MiB, [N/A], 2775 MHz, 8250 MHz, 63
2026/07/31 13:40:16.685, 0, 98 %, 95 %, 7559 MiB, 398 MiB, [N/A], 2775 MHz, 8250 MHz, 63
2026/07/31 13:40:17.709, 0, 98 %, 95 %, 7559 MiB, 398 MiB, [N/A], 2775 MHz, 8250 MHz, 63
2026/07/31 13:40:18.732, 0, 98 %, 95 %, 7559 MiB, 398 MiB, [N/A], 2775 MHz, 8250 MHz, 63
2026/07/31 13:40:19.755, 0, 98 %, 94 %, 7559 MiB, 398 MiB, [N/A], 2775 MHz, 8250 MHz, 63
2026/07/31 13:40:20.783, 0, 98 %, 95 %, 7559 MiB, 398 MiB, [N/A], 2775 MHz, 8250 MHz, 63
2026/07/31 13:40:21.815, 0, 98 %, 95 %, 7559 MiB, 398 MiB, [N/A], 2775 MHz, 8250 MHz, 63
2026/07/31 13:40:22.847, 0, 95 %, 86 %, 7559 MiB, 398 MiB, [N/A], 2775 MHz, 8250 MHz, 63
2026/07/31 13:40:23.879, 0, 95 %, 88 %, 7559 MiB, 398 MiB, [N/A], 2775 MHz, 8250 MHz, 63
2026/07/31 13:40:24.911, 0, 98 %, 95 %, 7559 MiB, 398 MiB, [N/A], 2775 MHz, 8250 MHz, 62
2026/07/31 13:40:25.945, 0, 98 %, 96 %, 7559 MiB, 398 MiB, [N/A], 2775 MHz, 8250 MHz, 63
2026/07/31 13:40:26.977, 0, 98 %, 96 %, 7559 MiB, 398 MiB, [N/A], 2775 MHz, 8250 MHz, 63
2026/07/31 13:40:28.009, 0, 99 %, 95 %, 7559 MiB, 398 MiB, [N/A], 2775 MHz, 8250 MHz, 63
2026/07/31 13:40:29.035, 0, 98 %, 96 %, 7559 MiB, 398 MiB, [N/A], 2775 MHz, 8250 MHz, 63
2026/07/31 13:40:30.062, 0, 95 %, 87 %, 7559 MiB, 398 MiB, [N/A], 2775 MHz, 8250 MHz, 63
2026/07/31 13:40:31.125, 0, 95 %, 86 %, 7559 MiB, 398 MiB, [N/A], 2775 MHz, 8250 MHz, 63
2026/07/31 13:40:32.149, 0, 98 %, 95 %, 7559 MiB, 398 MiB, [N/A], 2775 MHz, 8250 MHz, 63
2026/07/31 13:40:33.173, 0, 98 %, 96 %, 7559 MiB, 398 MiB, [N/A], 2775 MHz, 8250 MHz, 63
2026/07/31 13:40:34.013, 0, 98 %, 97 %, 7559 MiB, 398 MiB, [N/A], 2775 MHz, 8250 MHz, 67
2026/07/31 13:40:35.018, 0, 98 %, 95 %, 7559 MiB, 398 MiB, [N/A], 2775 MHz, 8250 MHz, 64
2026/07/31 13:40:36.022, 0, 98 %, 96 %, 7559 MiB, 398 MiB, [N/A], 2775 MHz, 8250 MHz, 64
2026/07/31 13:40:37.025, 0, 98 %, 96 %, 7559 MiB, 398 MiB, [N/A], 2775 MHz, 8250 MHz, 64
2026/07/31 13:40:38.028, 0, 94 %, 87 %, 7559 MiB, 398 MiB, [N/A], 2775 MHz, 8250 MHz, 64
2026/07/31 13:40:39.034, 0, 95 %, 87 %, 7559 MiB, 398 MiB, [N/A], 2775 MHz, 8250 MHz, 64
2026/07/31 13:40:40.037, 0, 98 %, 93 %, 7559 MiB, 398 MiB, [N/A], 2775 MHz, 8250 MHz, 64
2026/07/31 13:40:41.041, 0, 98 %, 94 %, 7559 MiB, 398 MiB, [N/A], 2775 MHz, 8250 MHz, 64
2026/07/31 13:40:42.050, 0, 98 %, 95 %, 7559 MiB, 398 MiB, [N/A], 2775 MHz, 8250 MHz, 64
2026/07/31 13:40:43.060, 0, 98 %, 95 %, 7559 MiB, 398 MiB, [N/A], 2775 MHz, 8250 MHz, 64
2026/07/31 13:40:44.071, 0, 98 %, 97 %, 7559 MiB, 398 MiB, [N/A], 2775 MHz, 8250 MHz, 64
2026/07/31 13:40:45.086, 0, 95 %, 88 %, 7559 MiB, 398 MiB, [N/A], 2775 MHz, 8250 MHz, 64
2026/07/31 13:40:46.105, 0, 95 %, 87 %, 7559 MiB, 398 MiB, [N/A], 2775 MHz, 8250 MHz, 66
2026/07/31 13:40:47.120, 0, 98 %, 95 %, 7559 MiB, 398 MiB, [N/A], 2775 MHz, 8250 MHz, 64
2026/07/31 13:40:48.137, 0, 98 %, 94 %, 7559 MiB, 398 MiB, [N/A], 2775 MHz, 8250 MHz, 64
2026/07/31 13:40:49.154, 0, 99 %, 95 %, 7559 MiB, 398 MiB, [N/A], 2775 MHz, 8250 MHz, 64
2026/07/31 13:40:50.174, 0, 98 %, 95 %, 7559 MiB, 398 MiB, [N/A], 2775 MHz, 8250 MHz, 64
2026/07/31 13:40:51.194, 0, 98 %, 94 %, 7559 MiB, 398 MiB, [N/A], 2775 MHz, 8250 MHz, 64
2026/07/31 13:40:52.214, 0, 98 %, 95 %, 7559 MiB, 398 MiB, [N/A], 2775 MHz, 8250 MHz, 64
2026/07/31 13:40:53.235, 0, 98 %, 96 %, 7559 MiB, 398 MiB, [N/A], 2775 MHz, 8250 MHz, 64
2026/07/31 13:40:54.255, 0, 95 %, 88 %, 7559 MiB, 398 MiB, [N/A], 2775 MHz, 8250 MHz, 64
2026/07/31 13:40:55.279, 0, 99 %, 91 %, 7559 MiB, 398 MiB, [N/A], 2775 MHz, 8250 MHz, 64
2026/07/31 13:40:56.301, 0, 99 %, 95 %, 7559 MiB, 398 MiB, [N/A], 2775 MHz, 8250 MHz, 64
2026/07/31 13:40:57.322, 0, 99 %, 95 %, 7559 MiB, 398 MiB, [N/A], 2775 MHz, 8250 MHz, 64
2026/07/31 13:40:58.345, 0, 98 %, 94 %, 7559 MiB, 398 MiB, [N/A], 2775 MHz, 8250 MHz, 64
2026/07/31 13:40:59.369, 0, 98 %, 95 %, 7559 MiB, 398 MiB, [N/A], 2775 MHz, 8250 MHz, 64
2026/07/31 13:41:00.392, 0, 99 %, 96 %, 7559 MiB, 398 MiB, [N/A], 2775 MHz, 8250 MHz, 64
2026/07/31 13:41:01.414, 0, 98 %, 95 %, 7559 MiB, 398 MiB, [N/A], 2775 MHz, 8250 MHz, 64
2026/07/31 13:41:02.437, 0, 94 %, 87 %, 7559 MiB, 398 MiB, [N/A], 2775 MHz, 8250 MHz, 64
2026/07/31 13:41:03.194, 0, 96 %, 89 %, 7559 MiB, 398 MiB, [N/A], 2775 MHz, 8250 MHz, 65
2026/07/31 13:41:04.216, 0, 98 %, 95 %, 7559 MiB, 398 MiB, [N/A], 2775 MHz, 8250 MHz, 64
2026/07/31 13:41:05.222, 0, 98 %, 95 %, 7559 MiB, 398 MiB, [N/A], 2775 MHz, 8250 MHz, 64
2026/07/31 13:41:06.230, 0, 99 %, 97 %, 7559 MiB, 398 MiB, [N/A], 2775 MHz, 8250 MHz, 64
2026/07/31 13:41:07.240, 0, 98 %, 97 %, 7559 MiB, 398 MiB, [N/A], 2775 MHz, 8250 MHz, 64
2026/07/31 13:41:08.250, 0, 99 %, 93 %, 7559 MiB, 398 MiB, [N/A], 2775 MHz, 8250 MHz, 64
2026/07/31 13:41:09.262, 0, 98 %, 95 %, 7559 MiB, 398 MiB, [N/A], 2775 MHz, 8250 MHz, 64
2026/07/31 13:41:10.276, 0, 95 %, 89 %, 7559 MiB, 398 MiB, [N/A], 2775 MHz, 8250 MHz, 64
2026/07/31 13:41:11.291, 0, 94 %, 87 %, 7559 MiB, 398 MiB, [N/A], 2775 MHz, 8250 MHz, 65
2026/07/31 13:41:12.308, 0, 99 %, 90 %, 7559 MiB, 398 MiB, [N/A], 2775 MHz, 8250 MHz, 64
2026/07/31 13:41:13.327, 0, 99 %, 95 %, 7559 MiB, 398 MiB, [N/A], 2775 MHz, 8250 MHz, 64
2026/07/31 13:41:14.344, 0, 99 %, 96 %, 7559 MiB, 398 MiB, [N/A], 2775 MHz, 8250 MHz, 64
2026/07/31 13:41:15.363, 0, 99 %, 97 %, 7559 MiB, 398 MiB, [N/A], 2775 MHz, 8250 MHz, 64
2026/07/31 13:41:16.382, 0, 98 %, 97 %, 7559 MiB, 398 MiB, [N/A], 2775 MHz, 8250 MHz, 64
2026/07/31 13:41:17.404, 0, 98 %, 95 %, 7559 MiB, 398 MiB, [N/A], 2775 MHz, 8250 MHz, 64
2026/07/31 13:41:18.424, 0, 98 %, 95 %, 7559 MiB, 398 MiB, [N/A], 2775 MHz, 8250 MHz, 64
2026/07/31 13:41:19.444, 0, 94 %, 85 %, 7559 MiB, 398 MiB, [N/A], 2775 MHz, 8250 MHz, 67
2026/07/31 13:41:20.465, 0, 94 %, 86 %, 7559 MiB, 398 MiB, [N/A], 2775 MHz, 8250 MHz, 65
2026/07/31 13:41:21.488, 0, 98 %, 94 %, 7559 MiB, 398 MiB, [N/A], 2775 MHz, 8250 MHz, 64
2026/07/31 13:41:22.510, 0, 99 %, 95 %, 7559 MiB, 398 MiB, [N/A], 2775 MHz, 8250 MHz, 64
2026/07/31 13:41:23.531, 0, 98 %, 94 %, 7559 MiB, 398 MiB, [N/A], 2775 MHz, 8250 MHz, 64
2026/07/31 13:41:24.554, 0, 99 %, 97 %, 7559 MiB, 398 MiB, [N/A], 2775 MHz, 8250 MHz, 64
2026/07/31 13:41:25.576, 0, 98 %, 96 %, 7559 MiB, 398 MiB, [N/A], 2775 MHz, 8250 MHz, 64
2026/07/31 13:41:26.599, 0, 98 %, 96 %, 7559 MiB, 398 MiB, [N/A], 2775 MHz, 8250 MHz, 64
2026/07/31 13:41:27.621, 0, 86 %, 84 %, 7559 MiB, 398 MiB, [N/A], 2775 MHz, 8250 MHz, 64
