timestamp, index, utilization.gpu [%], utilization.memory [%], memory.used [MiB], memory.free [MiB], power.draw [W], clocks.current.sm [MHz], clocks.current.memory [MHz], temperature.gpu
2026/07/31 14:05:08.190, 0, 24 %, 12 %, 7629 MiB, 328 MiB, [N/A], 210 MHz, 5000 MHz, 51
2026/07/31 14:05:09.215, 0, 23 %, 12 %, 7628 MiB, 329 MiB, [N/A], 210 MHz, 5000 MHz, 51
2026/07/31 14:05:10.239, 0, 16 %, 11 %, 7628 MiB, 329 MiB, [N/A], 210 MHz, 5000 MHz, 51
2026/07/31 14:05:11.260, 0, 16 %, 11 %, 7628 MiB, 329 MiB, [N/A], 210 MHz, 5000 MHz, 51
2026/07/31 14:05:12.279, 0, 16 %, 11 %, 7628 MiB, 329 MiB, [N/A], 210 MHz, 5000 MHz, 51
2026/07/31 14:05:13.301, 0, 15 %, 11 %, 7628 MiB, 329 MiB, [N/A], 210 MHz, 5000 MHz, 51
2026/07/31 14:05:14.040, 0, 15 %, 11 %, 7628 MiB, 329 MiB, [N/A], 210 MHz, 5000 MHz, 51
2026/07/31 14:05:15.058, 0, 24 %, 11 %, 7629 MiB, 328 MiB, [N/A], 210 MHz, 5000 MHz, 51
2026/07/31 14:05:16.061, 0, 24 %, 12 %, 7629 MiB, 328 MiB, [N/A], 210 MHz, 5000 MHz, 51
2026/07/31 14:05:17.065, 0, 25 %, 12 %, 7628 MiB, 329 MiB, [N/A], 210 MHz, 5000 MHz, 51
2026/07/31 14:05:18.068, 0, 23 %, 12 %, 7628 MiB, 329 MiB, [N/A], 210 MHz, 5000 MHz, 50
2026/07/31 14:05:19.071, 0, 23 %, 12 %, 7628 MiB, 329 MiB, [N/A], 210 MHz, 5000 MHz, 50
2026/07/31 14:05:20.074, 0, 16 %, 11 %, 7628 MiB, 329 MiB, [N/A], 210 MHz, 5000 MHz, 50
2026/07/31 14:05:21.077, 0, 15 %, 11 %, 7628 MiB, 329 MiB, [N/A], 210 MHz, 5000 MHz, 50
2026/07/31 14:05:22.080, 0, 14 %, 11 %, 7628 MiB, 329 MiB, [N/A], 210 MHz, 5000 MHz, 50
2026/07/31 14:05:23.085, 0, 15 %, 11 %, 7628 MiB, 329 MiB, [N/A], 210 MHz, 5000 MHz, 50
2026/07/31 14:05:24.089, 0, 15 %, 11 %, 7628 MiB, 329 MiB, [N/A], 210 MHz, 5000 MHz, 50
2026/07/31 14:05:25.095, 0, 71 %, 15 %, 7629 MiB, 328 MiB, [N/A], 390 MHz, 5000 MHz, 51
2026/07/31 14:05:26.103, 0, 99 %, 96 %, 7629 MiB, 328 MiB, [N/A], 2790 MHz, 8250 MHz, 58
2026/07/31 14:05:27.122, 0, 99 %, 96 %, 7629 MiB, 328 MiB, [N/A], 2775 MHz, 8250 MHz, 59
