timestamp, index, utilization.gpu [%], utilization.memory [%], memory.used [MiB], memory.free [MiB], power.draw [W], clocks.current.sm [MHz], clocks.current.memory [MHz], temperature.gpu
2026/07/31 13:53:29.124, 0, 97 %, 82 %, 7748 MiB, 209 MiB, [N/A], 2775 MHz, 8250 MHz, 62
2026/07/31 13:53:30.148, 0, 97 %, 83 %, 7755 MiB, 202 MiB, [N/A], 2775 MHz, 8250 MHz, 62
2026/07/31 13:53:31.172, 0, 99 %, 90 %, 7755 MiB, 202 MiB, [N/A], 2775 MHz, 8250 MHz, 62
2026/07/31 13:53:32.197, 0, 99 %, 93 %, 7756 MiB, 201 MiB, [N/A], 2775 MHz, 8250 MHz, 62
2026/07/31 13:53:33.223, 0, 98 %, 94 %, 7755 MiB, 202 MiB, [N/A], 2775 MHz, 8250 MHz, 65
2026/07/31 13:53:34.247, 0, 98 %, 93 %, 7755 MiB, 202 MiB, [N/A], 2775 MHz, 8250 MHz, 66
2026/07/31 13:53:35.272, 0, 98 %, 94 %, 7755 MiB, 202 MiB, [N/A], 2775 MHz, 8250 MHz, 67
2026/07/31 13:53:36.296, 0, 98 %, 93 %, 7755 MiB, 202 MiB, [N/A], 2775 MHz, 8250 MHz, 64
2026/07/31 13:53:37.320, 0, 99 %, 95 %, 7755 MiB, 202 MiB, [N/A], 2775 MHz, 8250 MHz, 63
2026/07/31 13:53:38.347, 0, 98 %, 94 %, 7755 MiB, 202 MiB, [N/A], 2775 MHz, 8250 MHz, 63
2026/07/31 13:53:39.373, 0, 99 %, 95 %, 7755 MiB, 202 MiB, [N/A], 2775 MHz, 8250 MHz, 63
2026/07/31 13:53:40.398, 0, 99 %, 95 %, 7755 MiB, 202 MiB, [N/A], 2775 MHz, 8250 MHz, 62
2026/07/31 13:53:41.424, 0, 99 %, 95 %, 7755 MiB, 202 MiB, [N/A], 2775 MHz, 8250 MHz, 62
