timestamp, index, utilization.gpu [%], utilization.memory [%], memory.used [MiB], memory.free [MiB], power.draw [W], clocks.current.sm [MHz], clocks.current.memory [MHz], temperature.gpu
2026/07/31 14:12:12.618, 0, 23 %, 12 %, 7700 MiB, 257 MiB, [N/A], 210 MHz, 5000 MHz, 49
2026/07/31 14:12:13.650, 0, 23 %, 12 %, 7700 MiB, 257 MiB, [N/A], 210 MHz, 5000 MHz, 49
2026/07/31 14:12:14.677, 0, 23 %, 12 %, 7700 MiB, 257 MiB, [N/A], 210 MHz, 5000 MHz, 48
2026/07/31 14:12:15.705, 0, 23 %, 12 %, 7700 MiB, 257 MiB, [N/A], 210 MHz, 5000 MHz, 48
2026/07/31 14:12:16.733, 0, 18 %, 11 %, 7700 MiB, 257 MiB, [N/A], 210 MHz, 5000 MHz, 48
2026/07/31 14:12:17.762, 0, 15 %, 10 %, 7700 MiB, 257 MiB, [N/A], 210 MHz, 5000 MHz, 48
2026/07/31 14:12:18.789, 0, 15 %, 11 %, 7700 MiB, 257 MiB, [N/A], 210 MHz, 5000 MHz, 48
2026/07/31 14:12:19.817, 0, 16 %, 11 %, 7700 MiB, 257 MiB, [N/A], 210 MHz, 5000 MHz, 48
2026/07/31 14:12:20.845, 0, 16 %, 11 %, 7700 MiB, 257 MiB, [N/A], 210 MHz, 5000 MHz, 48
2026/07/31 14:12:21.878, 0, 23 %, 12 %, 7700 MiB, 257 MiB, [N/A], 210 MHz, 5000 MHz, 48
2026/07/31 14:12:22.905, 0, 23 %, 12 %, 7700 MiB, 257 MiB, [N/A], 210 MHz, 5000 MHz, 48
2026/07/31 14:12:23.933, 0, 24 %, 12 %, 7700 MiB, 257 MiB, [N/A], 210 MHz, 5000 MHz, 48
2026/07/31 14:12:24.960, 0, 23 %, 12 %, 7700 MiB, 257 MiB, [N/A], 210 MHz, 5000 MHz, 48
2026/07/31 14:12:25.990, 0, 23 %, 12 %, 7700 MiB, 257 MiB, [N/A], 210 MHz, 5000 MHz, 48
2026/07/31 14:12:27.018, 0, 20 %, 11 %, 7700 MiB, 257 MiB, [N/A], 210 MHz, 5000 MHz, 48
2026/07/31 14:12:28.046, 0, 16 %, 11 %, 7700 MiB, 257 MiB, [N/A], 210 MHz, 5000 MHz, 48
2026/07/31 14:12:29.073, 0, 16 %, 11 %, 7700 MiB, 257 MiB, [N/A], 210 MHz, 5000 MHz, 48
2026/07/31 14:12:30.102, 0, 16 %, 11 %, 7700 MiB, 257 MiB, [N/A], 210 MHz, 5000 MHz, 48
2026/07/31 14:12:31.131, 0, 99 %, 96 %, 7700 MiB, 257 MiB, [N/A], 2790 MHz, 8250 MHz, 55
2026/07/31 14:12:32.158, 0, 99 %, 46 %, 7700 MiB, 257 MiB, [N/A], 2775 MHz, 8250 MHz, 56
2026/07/31 14:12:33.185, 0, 99 %, 100 %, 7700 MiB, 257 MiB, [N/A], 2775 MHz, 8250 MHz, 57
2026/07/31 14:12:34.212, 0, 99 %, 58 %, 7700 MiB, 257 MiB, [N/A], 2775 MHz, 8250 MHz, 61
2026/07/31 14:12:34.991, 0, 99 %, 100 %, 7700 MiB, 257 MiB, [N/A], 2775 MHz, 8250 MHz, 58
2026/07/31 14:12:35.994, 0, 99 %, 100 %, 7700 MiB, 257 MiB, [N/A], 2775 MHz, 8250 MHz, 63
2026/07/31 14:12:36.997, 0, 99 %, 100 %, 7700 MiB, 257 MiB, [N/A], 2775 MHz, 8250 MHz, 58
2026/07/31 14:12:38.000, 0, 99 %, 100 %, 7700 MiB, 257 MiB, [N/A], 2775 MHz, 8250 MHz, 59
2026/07/31 14:12:39.006, 0, 99 %, 100 %, 7700 MiB, 257 MiB, [N/A], 2685 MHz, 8250 MHz, 59
2026/07/31 14:12:40.009, 0, 99 %, 100 %, 7700 MiB, 257 MiB, [N/A], 2775 MHz, 8250 MHz, 59
2026/07/31 14:12:41.015, 0, 99 %, 45 %, 7700 MiB, 257 MiB, [N/A], 2745 MHz, 8250 MHz, 59
2026/07/31 14:12:42.023, 0, 99 %, 100 %, 7700 MiB, 257 MiB, [N/A], 2775 MHz, 8250 MHz, 59
2026/07/31 14:12:43.033, 0, 99 %, 59 %, 7700 MiB, 257 MiB, [N/A], 2775 MHz, 8250 MHz, 63
2026/07/31 14:12:44.044, 0, 99 %, 100 %, 7700 MiB, 257 MiB, [N/A], 2775 MHz, 8250 MHz, 60
2026/07/31 14:12:45.059, 0, 99 %, 100 %, 7700 MiB, 257 MiB, [N/A], 2775 MHz, 8250 MHz, 65
2026/07/31 14:12:46.075, 0, 99 %, 100 %, 7700 MiB, 257 MiB, [N/A], 2775 MHz, 8250 MHz, 60
