timestamp, index, utilization.gpu [%], utilization.memory [%], memory.used [MiB], memory.free [MiB], power.draw [W], clocks.current.sm [MHz], clocks.current.memory [MHz], temperature.gpu
2026/07/31 13:59:12.825, 0, 24 %, 12 %, 7751 MiB, 206 MiB, [N/A], 210 MHz, 5000 MHz, 53
2026/07/31 13:59:13.853, 0, 17 %, 11 %, 7751 MiB, 206 MiB, [N/A], 210 MHz, 5000 MHz, 52
2026/07/31 13:59:14.877, 0, 16 %, 11 %, 7751 MiB, 206 MiB, [N/A], 210 MHz, 5000 MHz, 52
2026/07/31 13:59:15.902, 0, 16 %, 11 %, 7751 MiB, 206 MiB, [N/A], 210 MHz, 5000 MHz, 52
2026/07/31 13:59:16.718, 0, 15 %, 11 %, 7751 MiB, 206 MiB, [N/A], 210 MHz, 5000 MHz, 52
2026/07/31 13:59:17.744, 0, 16 %, 11 %, 7751 MiB, 206 MiB, [N/A], 210 MHz, 5000 MHz, 52
2026/07/31 13:59:18.747, 0, 23 %, 12 %, 7751 MiB, 206 MiB, [N/A], 210 MHz, 5000 MHz, 52
2026/07/31 13:59:19.750, 0, 23 %, 12 %, 7751 MiB, 206 MiB, [N/A], 210 MHz, 5000 MHz, 52
2026/07/31 13:59:20.753, 0, 23 %, 12 %, 7747 MiB, 210 MiB, [N/A], 210 MHz, 5000 MHz, 52
2026/07/31 13:59:21.756, 0, 23 %, 12 %, 7747 MiB, 210 MiB, [N/A], 210 MHz, 5000 MHz, 52
2026/07/31 13:59:22.762, 0, 23 %, 12 %, 7747 MiB, 210 MiB, [N/A], 210 MHz, 5000 MHz, 52
2026/07/31 13:59:23.768, 0, 15 %, 11 %, 7747 MiB, 210 MiB, [N/A], 210 MHz, 5000 MHz, 51
2026/07/31 13:59:24.777, 0, 16 %, 11 %, 7747 MiB, 210 MiB, [N/A], 210 MHz, 5000 MHz, 51
2026/07/31 13:59:25.787, 0, 16 %, 11 %, 7747 MiB, 210 MiB, [N/A], 210 MHz, 5000 MHz, 51
2026/07/31 13:59:26.801, 0, 15 %, 11 %, 7747 MiB, 210 MiB, [N/A], 210 MHz, 5000 MHz, 51
2026/07/31 13:59:27.815, 0, 15 %, 11 %, 7747 MiB, 210 MiB, [N/A], 210 MHz, 5000 MHz, 51
2026/07/31 13:59:28.831, 0, 23 %, 12 %, 7747 MiB, 210 MiB, [N/A], 210 MHz, 5000 MHz, 51
2026/07/31 13:59:29.848, 0, 24 %, 12 %, 7747 MiB, 210 MiB, [N/A], 210 MHz, 5000 MHz, 51
2026/07/31 13:59:30.868, 0, 99 %, 72 %, 7754 MiB, 203 MiB, [N/A], 2790 MHz, 8250 MHz, 57
2026/07/31 13:59:31.886, 0, 97 %, 72 %, 7754 MiB, 203 MiB, [N/A], 2790 MHz, 8250 MHz, 58
2026/07/31 13:59:32.910, 0, 95 %, 92 %, 7754 MiB, 203 MiB, [N/A], 2790 MHz, 8250 MHz, 59
2026/07/31 13:59:33.931, 0, 99 %, 96 %, 7754 MiB, 203 MiB, [N/A], 2790 MHz, 8250 MHz, 59
2026/07/31 13:59:34.950, 0, 99 %, 97 %, 7754 MiB, 203 MiB, [N/A], 2790 MHz, 8250 MHz, 59
2026/07/31 13:59:35.971, 0, 99 %, 97 %, 7754 MiB, 203 MiB, [N/A], 2790 MHz, 8250 MHz, 59
2026/07/31 13:59:36.991, 0, 98 %, 96 %, 7754 MiB, 203 MiB, [N/A], 2790 MHz, 8250 MHz, 59
2026/07/31 13:59:38.013, 0, 99 %, 96 %, 7754 MiB, 203 MiB, [N/A], 2790 MHz, 8250 MHz, 60
2026/07/31 13:59:39.036, 0, 99 %, 95 %, 7755 MiB, 202 MiB, [N/A], 2790 MHz, 8250 MHz, 60
2026/07/31 13:59:40.057, 0, 99 %, 95 %, 7755 MiB, 202 MiB, [N/A], 2775 MHz, 8250 MHz, 60
2026/07/31 13:59:41.078, 0, 99 %, 95 %, 7754 MiB, 203 MiB, [N/A], 2775 MHz, 8250 MHz, 60
2026/07/31 13:59:42.101, 0, 99 %, 83 %, 7754 MiB, 203 MiB, [N/A], 2775 MHz, 8250 MHz, 64
2026/07/31 13:59:43.125, 0, 99 %, 72 %, 7754 MiB, 203 MiB, [N/A], 2775 MHz, 8250 MHz, 60
2026/07/31 13:59:44.147, 0, 99 %, 85 %, 7754 MiB, 203 MiB, [N/A], 2775 MHz, 8250 MHz, 60
2026/07/31 13:59:45.169, 0, 99 %, 97 %, 7754 MiB, 203 MiB, [N/A], 2685 MHz, 8250 MHz, 60
2026/07/31 13:59:46.217, 0, 99 %, 97 %, 7747 MiB, 210 MiB, [N/A], 2775 MHz, 8250 MHz, 60
2026/07/31 13:59:46.512, 0, 99 %, 96 %, 7747 MiB, 210 MiB, [N/A], 2775 MHz, 8250 MHz, 60
2026/07/31 13:59:47.534, 0, 99 %, 97 %, 7747 MiB, 210 MiB, [N/A], 2775 MHz, 8250 MHz, 60
2026/07/31 13:59:48.560, 0, 99 %, 96 %, 7747 MiB, 210 MiB, [N/A], 2775 MHz, 8250 MHz, 60
2026/07/31 13:59:49.581, 0, 99 %, 95 %, 7747 MiB, 210 MiB, [N/A], 2775 MHz, 8250 MHz, 61
2026/07/31 13:59:50.603, 0, 99 %, 96 %, 7747 MiB, 210 MiB, [N/A], 2775 MHz, 8250 MHz, 61
2026/07/31 13:59:51.624, 0, 99 %, 95 %, 7747 MiB, 210 MiB, [N/A], 2775 MHz, 8250 MHz, 61
2026/07/31 13:59:52.648, 0, 99 %, 96 %, 7747 MiB, 210 MiB, [N/A], 2775 MHz, 8250 MHz, 62
2026/07/31 13:59:53.670, 0, 99 %, 96 %, 7747 MiB, 210 MiB, [N/A], 2775 MHz, 8250 MHz, 65
2026/07/31 13:59:54.691, 0, 99 %, 96 %, 7747 MiB, 210 MiB, [N/A], 2775 MHz, 8250 MHz, 61
2026/07/31 13:59:55.720, 0, 99 %, 76 %, 7747 MiB, 210 MiB, [N/A], 2775 MHz, 8250 MHz, 61
2026/07/31 13:59:56.750, 0, 99 %, 73 %, 7747 MiB, 210 MiB, [N/A], 2775 MHz, 8250 MHz, 61
2026/07/31 13:59:57.787, 0, 99 %, 85 %, 7747 MiB, 210 MiB, [N/A], 2685 MHz, 8250 MHz, 61
2026/07/31 13:59:58.818, 0, 99 %, 95 %, 7747 MiB, 210 MiB, [N/A], 2775 MHz, 8250 MHz, 61
2026/07/31 13:59:59.846, 0, 99 %, 96 %, 7747 MiB, 210 MiB, [N/A], 2775 MHz, 8250 MHz, 61
2026/07/31 14:00:00.875, 0, 99 %, 96 %, 7747 MiB, 210 MiB, [N/A], 2775 MHz, 8250 MHz, 61
2026/07/31 14:00:01.903, 0, 99 %, 95 %, 7747 MiB, 210 MiB, [N/A], 2775 MHz, 8250 MHz, 61
2026/07/31 14:00:02.933, 0, 99 %, 95 %, 7747 MiB, 210 MiB, [N/A], 2775 MHz, 8250 MHz, 62
2026/07/31 14:00:03.963, 0, 99 %, 96 %, 7747 MiB, 210 MiB, [N/A], 2775 MHz, 8250 MHz, 62
2026/07/31 14:00:04.992, 0, 99 %, 96 %, 7747 MiB, 210 MiB, [N/A], 2775 MHz, 8250 MHz, 66
2026/07/31 14:00:06.022, 0, 99 %, 95 %, 7747 MiB, 210 MiB, [N/A], 2775 MHz, 8250 MHz, 64
2026/07/31 14:00:07.052, 0, 99 %, 93 %, 7747 MiB, 210 MiB, [N/A], 2775 MHz, 8250 MHz, 61
2026/07/31 14:00:08.084, 0, 4 %, 9 %, 7747 MiB, 210 MiB, [N/A], 2790 MHz, 8250 MHz, 61
