timestamp, index, utilization.gpu [%], utilization.memory [%], memory.used [MiB], memory.free [MiB], power.draw [W], clocks.current.sm [MHz], clocks.current.memory [MHz], temperature.gpu
2026/07/31 13:41:38.336, 0, 16 %, 11 %, 7566 MiB, 391 MiB, [N/A], 210 MHz, 5000 MHz, 54
2026/07/31 13:41:39.345, 0, 24 %, 12 %, 7566 MiB, 391 MiB, [N/A], 210 MHz, 5000 MHz, 54
2026/07/31 13:41:40.355, 0, 23 %, 12 %, 7566 MiB, 391 MiB, [N/A], 210 MHz, 5000 MHz, 54
2026/07/31 13:41:41.371, 0, 23 %, 12 %, 7566 MiB, 391 MiB, [N/A], 210 MHz, 5000 MHz, 54
2026/07/31 13:41:42.388, 0, 23 %, 11 %, 7566 MiB, 391 MiB, [N/A], 210 MHz, 5000 MHz, 54
2026/07/31 13:41:43.405, 0, 23 %, 12 %, 7566 MiB, 391 MiB, [N/A], 210 MHz, 5000 MHz, 54
2026/07/31 13:41:44.423, 0, 15 %, 11 %, 7559 MiB, 398 MiB, [N/A], 210 MHz, 5000 MHz, 54
2026/07/31 13:41:45.441, 0, 16 %, 11 %, 7559 MiB, 398 MiB, [N/A], 210 MHz, 5000 MHz, 53
2026/07/31 13:41:46.464, 0, 16 %, 11 %, 7559 MiB, 398 MiB, [N/A], 210 MHz, 5000 MHz, 53
2026/07/31 13:41:47.483, 0, 15 %, 11 %, 7559 MiB, 398 MiB, [N/A], 210 MHz, 5000 MHz, 53
2026/07/31 13:41:48.502, 0, 16 %, 11 %, 7559 MiB, 398 MiB, [N/A], 210 MHz, 5000 MHz, 53
2026/07/31 13:41:49.522, 0, 23 %, 12 %, 7559 MiB, 398 MiB, [N/A], 210 MHz, 5000 MHz, 53
2026/07/31 13:41:50.547, 0, 23 %, 12 %, 7559 MiB, 398 MiB, [N/A], 210 MHz, 5000 MHz, 53
2026/07/31 13:41:51.568, 0, 23 %, 12 %, 7559 MiB, 398 MiB, [N/A], 210 MHz, 5000 MHz, 53
2026/07/31 13:41:52.588, 0, 23 %, 12 %, 7559 MiB, 398 MiB, [N/A], 210 MHz, 5000 MHz, 53
2026/07/31 13:41:53.609, 0, 23 %, 12 %, 7559 MiB, 398 MiB, [N/A], 210 MHz, 5000 MHz, 53
2026/07/31 13:41:54.632, 0, 15 %, 11 %, 7559 MiB, 398 MiB, [N/A], 210 MHz, 5000 MHz, 52
2026/07/31 13:41:55.652, 0, 15 %, 11 %, 7559 MiB, 398 MiB, [N/A], 210 MHz, 5000 MHz, 52
2026/07/31 13:41:56.673, 0, 98 %, 96 %, 7559 MiB, 398 MiB, [N/A], 2790 MHz, 8250 MHz, 56
2026/07/31 13:41:57.689, 0, 98 %, 97 %, 7559 MiB, 398 MiB, [N/A], 2790 MHz, 8250 MHz, 60
2026/07/31 13:41:58.706, 0, 98 %, 97 %, 7559 MiB, 398 MiB, [N/A], 2790 MHz, 8250 MHz, 61
2026/07/31 13:41:59.723, 0, 98 %, 96 %, 7559 MiB, 398 MiB, [N/A], 2790 MHz, 8250 MHz, 61
2026/07/31 13:42:00.740, 0, 98 %, 94 %, 7559 MiB, 398 MiB, [N/A], 2790 MHz, 8250 MHz, 61
