timestamp, index, utilization.gpu [%], utilization.memory [%], memory.used [MiB], memory.free [MiB], power.draw [W], clocks.current.sm [MHz], clocks.current.memory [MHz], temperature.gpu
2026/07/31 14:01:24.196, 0, 23 %, 12 %, 7747 MiB, 210 MiB, [N/A], 210 MHz, 5000 MHz, 52
2026/07/31 14:01:25.222, 0, 23 %, 12 %, 7747 MiB, 210 MiB, [N/A], 210 MHz, 5000 MHz, 52
2026/07/31 14:01:26.247, 0, 16 %, 11 %, 7747 MiB, 210 MiB, [N/A], 210 MHz, 5000 MHz, 52
2026/07/31 14:01:27.272, 0, 16 %, 11 %, 7747 MiB, 210 MiB, [N/A], 210 MHz, 5000 MHz, 52
2026/07/31 14:01:28.300, 0, 15 %, 11 %, 7747 MiB, 210 MiB, [N/A], 210 MHz, 5000 MHz, 52
2026/07/31 14:01:29.325, 0, 14 %, 11 %, 7747 MiB, 210 MiB, [N/A], 210 MHz, 5000 MHz, 52
2026/07/31 14:01:30.350, 0, 18 %, 11 %, 7754 MiB, 203 MiB, [N/A], 210 MHz, 5000 MHz, 52
2026/07/31 14:01:31.376, 0, 22 %, 12 %, 7755 MiB, 202 MiB, [N/A], 210 MHz, 5000 MHz, 52
2026/07/31 14:01:32.404, 0, 24 %, 12 %, 7755 MiB, 202 MiB, [N/A], 210 MHz, 5000 MHz, 52
2026/07/31 14:01:33.429, 0, 23 %, 12 %, 7755 MiB, 202 MiB, [N/A], 210 MHz, 5000 MHz, 52
2026/07/31 14:01:34.455, 0, 23 %, 12 %, 7754 MiB, 203 MiB, [N/A], 210 MHz, 5000 MHz, 51
2026/07/31 14:01:35.480, 0, 23 %, 11 %, 7754 MiB, 203 MiB, [N/A], 210 MHz, 5000 MHz, 51
2026/07/31 14:01:36.509, 0, 16 %, 11 %, 7754 MiB, 203 MiB, [N/A], 210 MHz, 5000 MHz, 51
2026/07/31 14:01:37.534, 0, 15 %, 11 %, 7754 MiB, 203 MiB, [N/A], 210 MHz, 5000 MHz, 51
2026/07/31 14:01:38.559, 0, 16 %, 11 %, 7754 MiB, 203 MiB, [N/A], 210 MHz, 5000 MHz, 51
2026/07/31 14:01:39.585, 0, 16 %, 11 %, 7754 MiB, 203 MiB, [N/A], 210 MHz, 5000 MHz, 51
2026/07/31 14:01:40.612, 0, 16 %, 11 %, 7754 MiB, 203 MiB, [N/A], 210 MHz, 5000 MHz, 51
2026/07/31 14:01:41.636, 0, 23 %, 12 %, 7755 MiB, 202 MiB, [N/A], 210 MHz, 5000 MHz, 51
2026/07/31 14:01:42.661, 0, 99 %, 95 %, 7755 MiB, 202 MiB, [N/A], 2790 MHz, 8250 MHz, 57
2026/07/31 14:01:43.687, 0, 98 %, 95 %, 7755 MiB, 202 MiB, [N/A], 2775 MHz, 8250 MHz, 59
2026/07/31 14:01:44.509, 0, 99 %, 94 %, 7754 MiB, 203 MiB, [N/A], 2775 MHz, 8250 MHz, 60
2026/07/31 14:01:45.534, 0, 99 %, 91 %, 7747 MiB, 210 MiB, [N/A], 2775 MHz, 8250 MHz, 63
2026/07/31 14:01:46.559, 0, 99 %, 73 %, 7747 MiB, 210 MiB, [N/A], 2775 MHz, 8250 MHz, 59
2026/07/31 14:01:47.585, 0, 99 %, 74 %, 7747 MiB, 210 MiB, [N/A], 2775 MHz, 8250 MHz, 59
2026/07/31 14:01:48.612, 0, 99 %, 75 %, 7747 MiB, 210 MiB, [N/A], 2775 MHz, 8250 MHz, 59
2026/07/31 14:01:51.324, 0, 99 %, 73 %, 7747 MiB, 210 MiB, [N/A], 2700 MHz, 8250 MHz, 59
2026/07/31 14:01:52.355, 0, 99 %, 87 %, 7747 MiB, 210 MiB, [N/A], 2745 MHz, 8250 MHz, 60
2026/07/31 14:01:53.426, 0, 99 %, 95 %, 7747 MiB, 210 MiB, [N/A], 2775 MHz, 8250 MHz, 60
